judul,tanggal,isi,kategori
Presiden Taiwan: Mustahil Republik Rakyat China Jadi Tanah Air Kami," Sabtu, 05 Okt 2024 23:30 WIB ","Presiden Taiwan Lai Ching-te pada Sabtu (5/10) mengatakan 'tak mungkin' Republik Rakyat China (RRC) menjadi Tanah Air warga Taiwan karena Taiwan memiliki akar politik yang lebih tua.
Lai, yang menjabat mulai Mei lalu, telah dicap RRC sebagai 'separatis'. Dia menolak kedaulatan RRC dan menyebut pulau tersebut adalah sebuah negara yang sebelumnya disebut Republik China, yang menggulingkan dinasti kekaisaran terakhir pada revolusi 1911.

Pemerintahan Republik China kabur ke Taiwan pada 1949 setelah kalah perang saudara dengan komunis Mao Zedong yang akhirnya mendirikan RRC dan mengklaim pulau itu sebagai wilayah 'suci' mereka.
Lai di sebuah konser menjelang perayaan hari nasional Taiwan pada 10 Oktober menjelaskan RRC telah merayakan ulang tahun ke-75 pada 1 Oktober. Sementara beberapa hari lagi Republik China, yang kini punya sebutan Taiwan, akan mencapai usia 113 tahun.
""Oleh karena itu, dalam hal usia, sangat mustahil bagi Republik Rakyat China untuk menjadi Tanah Air bagi rakyat Republik China. Sebaliknya, Republik China dapat menjadi Tanah Air bagi rakyat Republik Rakyat China yang berusia di atas 75 tahun,"" kata Lai disambut tepuk tangan penonton, diberitakan AFP.
""Salah satu makna terpenting dari perayaan ini adalah kita harus mengingat bahwa kita adalah negara yang berdaulat dan merdeka,"" ujar dia.

Presiden RRC Xi Jinping dalam pidato menjelang hari nasional negaranya menegaskan kembali pandangan pemerintahannya bahwa Taiwan adalah bagian dari RRC.
Lai, yang bakal pidato di hari nasional negaranya pada 10 Oktober, telah berulang kali menyindir RRC menggunakan referensi sejarah.
Bulan lalu Lai mengatakan jika klaim RRC pada Taiwan adalah tentang integritas teritorial, maka RRC juga harus mengambil kembali tanah dari Rusia yang ditandatangani oleh dinasti China terakhir pada abad ke-19.",internasional
2 Militan Hamas Tewas Imbas Serangan Israel di Lebanon," Sabtu, 05 Okt 2024 22:30 WIB ","Militer Israel mengatakan pada Sabtu (5/10) sudah menewaskan dua militan Hamas yang beroperasi di Lebanon. Sementara Hamas juga menyatakan dua pejuangnya telah tewas dari serangan Israel.
Salah satu militan dikatakan bernama Muhammad Hussein Ali al-Mahmoud. Dia diidentifikasi sebagai pejabat otoritas eksekutif Hamas di Lebanon.

Militan kedua adalah Said Alaa Naif Ali, anggota sayap militer Hamas di Lebanon. Mereka berdua diklaim tewas dalam operasi militer pada Sabtu malam.
Hamas mengonfirmasi kematian akibat serangan Israel tetapi terdapat perbedaan. Hamas mengatakan nama dua pejuangnya yang tewas berbeda dari Israel, yakni Saeed Attallah Ali dan Muhammad Hussein al-Lawis.
Ali tewas di rumahnya di penampungan Beddawi bersama isteri dan dua anak perempuannya. Setelah itu Hamas mengumumkan Hussein tewas di daerah Saadnayel di Bekaa, timur Lebanon.
Israel sudah berulang kali menargetkan pejabat Hamas di Lebanon sejak perang Gaza berkecamuk setahun lalu. Hamas telah mengumumkan kematian sedikitnya 20 militan sejak saat itu.
Hamas mengatakan serangan udara pada Senin sudah menewaskan pemimpinnya di Lebanon, Fatah Sharif Abu al-Amine, di rumahnya di kamp Al-Bass di Lebanon Selatan.

Pada Agustus lalu serangan Israel pada kendaraan di Sidon menewaskan komandan Hamas, Samer al-Hajj.
Serangan pada Januari, yang menurut seorang pejabat pertahanan AS dilakukan oleh Israel, menewaskan wakil pemimpin Hamas Saleh al-Aruri dan enam militan lainnya di benteng Hezbollah di Beirut selatan.",internasional
VIDEO: Sungai Amazon Tercemar Minyak hingga Berdampak ke Warga Adat," Sabtu, 05 Okt 2024 20:40 WIB ","Tumpahan minyak membuat Sungai Pastaza, Amazon, Peru tercemar pada Kamis (3/10).
Tumpahan tersebut berasal dari jaringan pipa Petroperu di sungai.
Empat masyarakat di tepi sungat terkena dampak akibat tumpahan minyak tersebut.
Petroperu mengatakan pada Jumat (4/10) bahwa tumpahan telah terkendali usai katup pipa ditutup dan memasang penghalang penahan.",internasional
"Calon Bos Baru Hizbullah Hilang Kontak, Diduga Tewas Dibunuh Israel"," Sabtu, 05 Okt 2024 20:30 WIB ","Kelompok milisi Hizbullah di Lebanon menyebut calon pemimpin mereka, Hashem Safieddine, telah hilang kontak sejak Jumat (4/10) kemarin.
""Kelompok itu (Hizbullah) belum mendengar kabar dari Hashem Safieddine, sejak serangan Israel di pinggiran selatan Beirut yang menargetkannya, pada Jumat kemarin,"" kata seorang sumber kepada CNN.

Kemarin, Israel disebut menargetkan calon pengganti pemimpin Hizbullah itu dalam serangan udara besar-besaran sejak Kamis (3/10) malam hingga keesokan harinya.
Hashem Safieddine digadang-gadang bakal menjadi pemimpin Hizbullah, menggantikan sepupunya Hassan Nasrallah, yang tewas diduga dibunuh Israel pada Jumat (27/9) lalu.
Situsi berita Axios maupun The New York Times mengidenfitikasi Safieddine sebagai target serangan pembunuhan.
Dia terakhir disebut tengah menghadiri pertemuan dengan para pemimpin senior Hizbullah lainnya di sebuah bunker bawah tanah.

Times of Israel melaporkan tidak jelas apakah Safieddine terluka dalam serangan itu. Namun beberapa pejabat keamanan setempat mengaku semakin yakin dia telah terbunuh.
Pada Jumat pagi kemarin, militer Israel mengatakan serangan udara di Beirut menargetkan markas intelijen Hizbullah. Namun pihak Israel tak mengungkapkan siapa yang berada di bunker bawah tanah tersebut.

Sebagai kepala dewan eksekutif, Safieddine mengawasi urusan politik Hizbullah. Dia juga duduk di Dewan Jihad, yang mengelola operasi militer kelompok milisi bekingan Iran itu.
Safieddine ditetapkan sebagai teroris oleh Kementerian Luar Negeri Amerika Serikat pada 2017 lalu. Sama seperti sepupunya Nasrallah, dia adalah seorang ulama yang selalu mengenakan sorban hitam.



",internasional
Israel Siapkan Serangan Balasan usai Digempur 200 Rudal Balistik Iran," Sabtu, 05 Okt 2024 19:30 WIB ","Militer Israel disebut tengah ""mempersiapkan tanggapan"" atas serangan ratusan rudal Iran yang ditembakkan ke Israel pada Selasa (1/10) lalu.
""IDF (militer Israel) sedang mempersiapkan tanggapan terhadap serangan Iran yang belum pernah terjadi sebelumnya dan melanggar hukum terhadap warga sipil Israel,"" kata seorang pejabat anonim kepada AFP.

Pejabat tersebut tidak menyebutkan lebih lanjut mengenai bentuk dan waktu ""serangan balasan"" tersebut. Namun surat kabar Israel, Haaretz, mengatakan tanggapan militer Israel akan ""signifikan"".
""IDF sedang mempersiapkan serangan besar di Iran setelah serangan rudal minggu ini dari Teheran,"" demikian laporan Haaretz.
""Militer tidak mengesampingkan kemungkinan bahwa Iran akan kembali meluncurkan rudal ke wilayah Israel,"" lanjut laporan tersebut.

Pada 1 Oktober lalu, Iran meluncurkan sekitar 200 rudal hipersonik dan balistik ke Israel, sebagai tanggapan atas pembunuhan Sekretaris Jenderal Hizbullah Hassan Nasrallah, yang diduga dilakukan Israel pada 27 September lalu.
Sebagian besar rudal Iran itu disebut berhasil dicegah oleh sistem pertahanan udara Israel atau Iron Dome. Sementara beberapa rudal lainnya menghantam pangkalan militer, namun disebut tak menyebabkan kerusakan besar maupun korban jiwa.
Serangan Iran itu selain merespons kematian Nasrallah, juga disebut sebagai pembalasan atas pembunuhan pemimpin politik Hamas, Ismail Haniyeh di Teheran pada 31 Juli lalu.
Pada Jumat (4/10), pemimpin tertinggi Iran, Ayatollah Ali Khamenei, dalam momen yang sangat jarang terjadi berkhotbah di salat Jumat dan dihadiri ribuan warga Iran.
Pada khotbahnya itu, Khamenei menegaskan bahwa eksistensi Israel ""tak akan berlangsung lama"" dan menyerukan negara-negara Muslim melawan musuh mereka yaitu Israel. Muncul di publik saat khotbah, Khamenei juga terlihat membawa senapan di sampingnya.





",internasional
Puluhan Harimau di Vietnam Mati Terinfeksi Flu Burung," Sabtu, 05 Okt 2024 18:30 WIB ","Puluhan harimau di Kebun Binatang di Bien Hoa, Vietnam Selatan, mati setelah terinfeksi flu burung. Harimau lainnya ditemukan dalam kondisi lemah.
Mengutip CNN Sabtu (5/10), sebanyak 12 harimau tewas setelah diberi makan ayam mentah yang dibeli dari peternakan terdekat. Berat harimau yang mati berkisar antara 10 hingga 120 kilogram.

""Harimau-harimau itu mati dengan cepat. Mereka tampak lemah, menolak untuk makan, dan meninggal setelah dua hari sakit,"" kata manajer kebun binatang, Nguyen Ba Phuc.
Sampel yang diambil dari harimau-harimau tersebut menunjukkan hasil positif untuk virus H5N1, penyebab flu burung.
Lebih dari 20 harimau lainnya diisolasi untuk pemantauan. Kebun binatang ini juga menampung sekitar 3.000 hewan lainnya, termasuk singa, beruang, badak, hippopotamus, dan jerapah.

Sebanyak 30 staf yang merawat harimau tersebut telah diuji dan dinyatakan negatif terhadap flu burung serta dalam kondisi kesehatan yang normal.
Wabah flu burung ini juga terjadi di kebun binatang di provinsi Long An yang berdekatan, di mana 27 harimau dan 3 singa mati dalam waktu seminggu pada September.
Virus ini pertama kali diidentifikasi pada 1959 dan telah berkembang menjadi ancaman yang sangat mematikan bagi burung migrasi dan unggas domestik.
Dalam beberapa tahun terakhir, H5N1 terdeteksi pada sejumlah hewan, termasuk anjing, kucing, singa laut, dan beruang kutub.
Flu burung yang berasal dari hewan ini kadang ditemukan pada manusia. Pejabat kesehatan di Amerika Serikat melaporkan dua pekerja susu di California terinfeksi dan menjadikan total 16 kasus yang terdeteksi di negara tersebut pada 2024.",internasional
"Situasi Makin Gawat, 3 Negara Termasuk RI Evakuasi Warga dari Lebanon"," Sabtu, 05 Okt 2024 17:15 WIB ","Sejumlah negara langsung mengevakuasi warganya dari Lebanon, setelah serangan antara Israel dengan milisi Hizbullah yang semakin intens selama sepekan terakhir.
Pada Sabtu (5/10), Israel menyebut bakal memperluas operasinya untuk melawan Hizbullah yang didukung Iran di Lebanon.
Hingga kini saling serang masih berlangsung terutama di bagian selatan Lebanon, hingga menyebabkan banyak warga terpaksa mengungsi ke tempat yang lebih aman.
Kondisi ini juga menyebabkan negara-negara asing mengambil langkah untuk mengevakuasi warganya dari Lebanon.

Kementerian Luar Negeri Korea Selatan mengumumkan telah berhasil memulangkan 97 warga negaranya beserta keluarga dari Lebanon.
Mengutip Reuters, pemulangan warga Korsel itu dilakukan dengan sebuah pesawat angkut militer yakni KC-330. Tindakan ini dilakukan setelah ada arahan langsung dari Presiden Yoon Suk Yeol.
Kementerian Pertahanan Korea Selatan mengatakan pihaknya menerbangkan pesawat angkut C130J sebagai cadangan, yang mampu beroperasi di landasan pacu yang lebih pendek dan di bawah tembakan sebagai tindakan pencegahan, dan mengirim 39 personel militer, termasuk mekanik dan diplomat.

Kementerian Luar Negeri China mengumumkan telah mengevakuasi lebih dari 200 warganya dari Lebanon.
""Orang-orang ini, yang telah dievakuasi dalam dua gelombang, termasuk tiga warga Hong Kong dan satu warga negara Taiwan,"" kata Kementerian melalui keterangan resmi yang dikutip dari Reuters.
Sementara, Kedutan Besar China di Lebanon dinyatakan akan tetap berada di wilayah itu untuk terus membantu mengamankan warganya yang masih ada di sana.

Kementerian Luar Negeri Indonesia mengonfirmasi sebanyak 65 WNI telah dievakuasi dari Lebanon secara bertahap hingga Oktober 2024.
Mengutip Antara, Direktur Perlindungan WNI dan Badan Hukum Indonesia Kementerian Luar Negeri Judha Nugraha mengatakan sebanyak 25 WNI yang dievakuasi pada tiga gelombang pertama pada Agustus lalu telah tiba dengan selamat di Indonesia.
Sementara itu, 40 WNI lainnya yang dievakuasi dalam dua gelombang pada bulan ini telah dipastikan telah meninggalkan Lebanon.




",internasional
FOTO: Ratusan Gajah Terkepung Banjir di Thailand,"Sabtu, 05 Okt 2024 16:50 WIB",Ratusan gajah dan hewan terkepung banjir besar yang melanda Thailand beberapa hari belakangan ini.,internasional
"Israel Bom Masjid Lebanon, Klaim Jadi Tempat Sembunyi Hizbullah"," Sabtu, 05 Okt 2024 16:31 WIB ","Israel menyerang sebuah masjid di samping sebuah rumah sakit di Lebanon selatan pada Sabtu (5/10). Israel mengklaim milisi Hizbullah menjadikan rumah sakit tersebut sebagai pusat komando.
Dilansir Al Jazeera, pihak Rumah Sakit Salah Ghandour mengatakan sembilan staf medis dan perawatnya terluka akibat serangan Israel. Sebagian besar korban bahkan mengalami luka parah.

Militer Israel mengeklaim pejuang Hizbullah berada di dalam masjid, sehingga mereka menargetkan masjid tersebut. Namun Israel tidak memberikan bukti apa pun terhadap klaim mereka.
Kantor Berita Nasional milik pemerintah Lebanon melaporkan bahwa halaman rumah sakit di kota selatan Bint Jbeil juga menjadi sasaran penembakan Israel.
Sementara itu kantor berita AFP melaporkan bahwa direktur rumah sakit itu menyebut bangunan RS terkena serangan langsung dan dievakuasi.

Ini bukan kali pertama Israel membombardir fasilitas publik dan sipil seperti rumah sakit, bangunan sekolah, hingga tempat pengungsian.
Selama agresinya di Gaza Palestina sejak Oktober 2023 lalu, Israel juga berulang kali memerintahkan evakuasi dan menggeledah rumah sakit di Jalur Gaza. Militer Zionis mengeklaim Hamas bersembunyi di dalam fasilitas publik, dan menjalankan operasi mereka dari dalam.

Meski demikian selama melontarkan tuduhan itu, Israel belum memberikan bukti yang jelas.
Hampir satu tahun agresi Israel di Palestina, nyaris 42 ribu warga sipil tewas. Sebagian besar korban serangan-serangan brutal itu adalah kelompok rentan seperti perempuan, lansia, dan anak-anak.



",internasional
"Mesir dan Arab Saudi Kompak Dukung Lebanon, Kutuk Gempuran Israel"," Sabtu, 05 Okt 2024 15:40 WIB ","Mesir dan Arab Saudi mengutuk keras serangan Israel ke Lebanon yang menelan ratusan korban tewas dan terluka. Menlu Mesir Badr Abdel Atty dan Menlu Arab Saudi Pangeran Faisal bin Farhan mendeklarasikan dukungan penuh kepada Lebanon.
Keduanya menekankan pentingnya bantuan kemanusiaan ke Lebanon dan mendorong komunitas internasional untuk segera bertindak.

""Kami berdiri dengan dukungan penuh untuk Lebanon dan rakyatnya di masa yang sulit ini,"" kata mereka dikutip dari Newarab, Sabtu (5/10).
Abdel Atty dan Faisal pun menekan DK PBB agar segera menerapkan secara penuh resolusi PBB 1701 atas situasi di Lebanon.
Selain itu, mereka juga mengingatkan atas potensi eskalasi lebih lanjut konflik tersebut yang berpotensi membahayakan kawasan.

[Gambas:Video CNN]

Konflik antara Israel dengan Hizbullah tengah memanas dalam beberapa pekan terakhir. Israel utara berbatasan langsung dengan Lebanon selatan, daerah kekuasaan Hizbullah.
Wilayah itu juga jadi medan tempur Hizbullah dan Israel. Dalam beberapa pekan terakhir, pasukan Zionis menggempur habis-habisan Lebanon.

Konflik itu pun membuat ribuan warga di Lebanon harus mengungsi ke Suriah. Jumlah itu meningkat usai Negeri Zionis meluncurkan invasi darat ke Lebanon selatan pada Selasa (1/10) dini hari.
Israel awalnya mengklaim hanya akan menargetkan fasilitas Hizbullah. Namun, tentara Israel justru menyerang fasilitas sipil seperti kamp pengungsi dan menyebabkan belasan orang tewas.
Perserikatan Bangsa-Bangsa mencatat sekitar 100 ribu warga Lebanon saat ini telah mengungsi ke Suriah.
Lalu, data pemerintah Lebanon memperkirakan lebih dari 300 ribu orang yang mayoritas merupakan warga Suriah juga telah menyeberang ke Suriah selama 10 hari terakhir.",internasional
Serangan Israel Tewaskan 'Panglima' Hamas di Lebanon Utara," Sabtu, 05 Okt 2024 15:30 WIB ","Kelompok Hamas menyebut militer Israel telah menewaskan salah satu komandannya di kamp pengungsi di Lebanon utara pada Sabtu (5/10) waktu setempat.
Menurut keterangan Hamas, ""Panglima"" Saeed Attaliah Ali, istrinya dan dua putrinya, tewas dalam ""pengeboman Zionis"" di rumahnya di kamp Beddawi dekat Tripoli di utara.

Dilansir AFP, Israel telah berulang kali menargetkan pejabat Hamas di Lebanon sejak agresi di Gaza yang dimulai pada 7 Oktober 2023 lalu. Hingga kini sebanyak 18 anggota Hamas telah tewas di Lebanon.
Senin lalu, Israel menewaskan pemimpin Hamas di Lebanon, Fatah Sharif Abu al-Amine di rumahnya di kamp Al-Bass di Lebanon selatan. Pada Agustus, serangan Israel terhadap sebuah kendaraan di kota Sidon menewaskan komandan Hamas, Samer al-Hajj.

Serangan pada Januari lalu juga menewaskan wakil pemimpin Hamas, Saleh al-Aruri dan enam militan lainnya, di benteng Hizbullah di Beirut selatan.
Puluhan kamp pengungsi Palestina di Lebanon dibangun bagi mereka yang terusir atau melarikan diri selama perang tahun 1948, yang menyertai pembentukan Israel. Berdasarkan konvensi yang telah lama berlaku, tentara Lebanon tak ikut campur dalam kamp dan membiarkan faksi Palestina itu menangani masalah keamanan.



",internasional
"KPK: OTT di Kalsel, Uang Diterima Orang Kepercayaan Gubernur"," Senin, 07 Okt 2024 10:44 WIB ","Komisi Pemberantasan Korupsi (KPK) menduga Gubernur Kalimantan Selatan (Kalsel) Sahbirin Noor terlibat tindak pidana suap. Dalam Operasi Tangkap Tangan (OTT) kemarin, KPK menyebut uang diduga korupsi telah diterima orang kepercayaan Sahbirin Noor.
""Patut diduga (Gubernur Kalsel). Uang baru sampai di tangan orang yang diduga kepercayaan gubernur,"" ujar Wakil Ketua KPK Alexander Marwata saat dikonfirmasi melalui pesan tertulis, Senin (7/10).

Pimpinan KPK berlatar belakang hakim tindak pidana korupsi (tipikor) ini mengatakan dalam banyak kasus, suap atau gratifikasi diberikan lewat orang-orang kepercayaan penyelenggara negara.
Lembaga antirasuah mengumumkan tengah menggelar OTT di Pemerintah Provinsi Kalsel pada Minggu (6/10) malam. Penyelenggara negara terjerat operasi senyap tersebut.
""Benar, KPK melakukan giat penangkapan,"" ujar Wakil Ketua KPK Nurul Ghufron saat dikonfirmasi melalui pesan tertulis, Minggu (6/10).
Pimpinan KPK berlatar belakang akademisi ini enggan menginformasikan lebih gamblang perihal identitas para pihak yang ditangkap. Pun dengan kasus yang sedang diusut.

Ghufron menyatakan tim penyidik sedang melakukan pemeriksaan pendahuluan.
""Kejelasannya tunggu lebih lanjut. Kami masih sedang memeriksa. Setelah selesai akan kami update,"" ungkap Ghufron.
",nasional
Edy Rahmayadi soal Paman Bobby Dicatut Masuk Timses: Tuntut Saja," Senin, 07 Okt 2024 10:22 WIB ","Calon Gubernur Sumatera Utara (Sumut) Edy Rahmayadi menanggapi tudingan Partai Hanura soal paman Bobby Nasution, Herry Lontung Siregar yang merasa namanya dicatut masuk tim pemenangannya di Pilgub Sumut.
Edy mempersilakan Herry Lontung Siregar yang menjabat Wakil Ketua Umum DPP Partai Hanura itu untuk menuntut jika memang merasa namanya dicatut masuk tim pemenangan.
""Tuntut saja, bilang dia dicatut, jangan ngomong-ngomong, tuntut saja,"" ujar Edy usai Rapat Kerja Daerah Khusus (Rakerdasus) Pemenangan Pilkada Serentak 2024 PDI Perjuangan Sumut di Medan, Minggu (6/10).
Partai Hanura menjadi salah satu partai pengusung Edy Rahmayadi-Hasan Basri Sagal di Pilgub Sumut. Dengan begitu, tambah Edy, seharusnya Herry Lontung Siregar memberikan dukungan kepadanya di Pilgub Sumut.
""Nanti tanyakan ke Pak Herry Lontung, saya tidak tahu. Namanya Hanura kan mengusung saya, seharusnya otomatis dia sebagai pendukung ikut support, minimal support sebagai tim sukses,"" ujarnya.

Sekretaris Jenderal (Sekjen) DPP PDIP Hasto Kristiyanto menegaskan partainya akan klarifikasi terkait tudingan telah mencatut Herry Lontung Siregar.
""Ya itu bisa diklarfikasi nanti. Kami ini partai yang mudah melakukan klarifikasi begitu dengan pak Edy. Yang penting dukungan sekarang semakin kuat kalau kita lihat dari survei Bapak Eep Saefulloh (Polmark Indonesia) menunjukkan sentiman positif terhadap Edy-Hasan lebih besar,"" tegasnya.
DPD Partai Hanura sebelumnya mempertanyakan daftar tim kampanye Edy-Hasan Basri yang mencantumkan nama Herry Lontung Siregar.
Wakil Ketua DPD Partai Hanura, Novan Efendy Siregar mengatakan nama Herry Lontung sengaja dicatut untuk dimasukkan dalam tim kampanye Edy. Sebab masuknya nama Herry Lontung Siregar tanpa pemberitahuan.
""Ada yang mencatut dan mencomot nama Pak Herry Lontung Siregar tanpa pemberitahuan kepada yang bersangkutan,"" kata Novan Efendy Siregar kepada CNNIndonesia.com, Sabtu (5/10).
Novan menyebutkan pencatutan nama Herry Lontung Siregar hingga saat ini tidak ada koordinasi dan tidak ada izin. Padahal seharusnya nama-nama yang masuk tim kampanye mesti mendapatkan persetujuan dari yang orangnya langsung.
Novan menambahkan Herry Lontung sebenarnya tidak mempermasalahkan namanya masuk dalam tim kampanye Edy-Hasan. Hanya saja secara etika, masuknya nama Herry harus mendapatkan persetujuan.
""Pak Harry menghubungi saya langsung dia minta tolong diklarifikasi. Yang kita permasalahkan, ini soal etika. Dia (Herry) gak ada masalah nama dia di sana, tapi harusnya kan diklarifikasi dulu, dipertanyakan dulu. Ini dicatut catut aja,"" katanya.

Novan berpendapat masuknya nama Herry Lontung Siregar dalam tim pemenangan Edy-Hasan bisa menimbulkan kesan  membenturkan dengan calon Gubernur Sumut nomor urut 01 Bobby Nasution. Sebab Herry Lontung Siregar merupakan paman dari Bobby Nasution.
""Ini dikait-kaitkan dia karena pamannya Bobby. Jadi mau dibenturkan lah antara keluarga dan politik. Itu yang dia (Herry ) tak suka. Kami juga di Hanura profesional. Kalau secara partai pastilah mendukung. Tapi soal nama Pak Herry Lontung Siregar tidak ada izin dan koordinasi,"" ungkap Novan.",nasional
"Hakim Demo Tuntut Kesejahteraan, Sidang di PN Makassar Tertunda"," Senin, 07 Okt 2024 10:16 WIB ","Sejumlah hakim dan pegawai Pengadilan Negeri (PN) Makassar, Sulawesi Selatan, melakukan aksi unjuk rasa terkait gaji hakim yang tidak pernah mengalami kenaikan.
Dari pantauan CNNIndonesia.com, di lokasi sejumlah pegawai perempuan PN Makassar dan sejumlah hakim melakukan aksi unjuk rasa dengan membentangkan spanduk menuntut peningkatan kesejahteraan bagi para hakim.

""Jadi pada prinsipnya yang kita lakukan perjuangan adalah terkait dengan peraturan pemerintah nomor 94 2012 tentang hak keuangan dan fasilitas hakim yang di bawah pada Mahkamah Agung,"" kata Humas PN Makassar, Sibali, Senin (7/10).
Sibali mengatakan proses ini telah terjadi sejak 2012 hingga kini, namun tidak ada perubahan yang signifikan yang dilakukan pemerintah terutama tentang perlindungan kesejahteraan para hakim di Indonesia, termasuk hakim yang berada di pelosok daerah.
""Risiko kerja yang luar biasa. Kami adalah penegak hukum, penentu terakhir dalam hal keadilan perlu juga diprioritaskan. Oleh sebab itu, maka kamu melakukan aksi damai sejak hari ini sampai tanggal 11 Oktober ke depan,"" ungkapnya.
""Untuk melakukan penekanan kepada pemerintah untuk bisa memperhatikan kondisi pra hakim terutama kesejahteraan hakim yang di atur dalam BP 94. Itu pun juga telah dilakukan uji material di pasal 23 tahun 2016 untuk melakukan perubahan,"" tambah Sibali.

Salah satu hakim PN Makassar, Johnicol Richard Frans Sine mengatakan aksi damai ini tidak akan mengganggu aktivitas pelayanan publik yang berlangsung di pengadilan tersebut.
""Persidangan hari ini kami tunda selama satu minggu ke depan sampai kami tunggu untuk melihat responsibilitas daripada Menteri Keuangan Republik Indonesia dan juga pemerintah,"" kata Johnicol.
Para hakim PN Makassar berharap setelah dilantiknya Prabowo Subianto sebagai Presiden RI pada 20 Oktober nanti dapat memberikan atensi dan perhatian serius bagi kesejahteraan bagi para hakim.
""Karena hakim adalah benteng keadilan yang terakhir, dalam memerankan fungsi kehakiman. Ini yang harus kita jaga Ini yang harus kita tegakkan yang harus kita muliakan dan luruskan,"" kata Johnicol.
",nasional
AHY Ujian Terbuka Promosi Doktor di Unair Hari Ini," Senin, 07 Okt 2024 10:01 WIB ","Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional (ATR/BPN) Agus Harimurti Yudhoyono (AHY) mengikuti ujian terbuka promosi doktor pada Program Studi Pengembangan Sumber Daya Manusia, Sekolah Pascasarjana Universitas Airlangga (Unair), di Surabaya, Senin (7/10).
AHY yang juga merupakan Ketua Umum Partai Demokrat itu akan menyampaikan materi disertasinya yang berjudul ""Transformational Leadership and Human Resources Orchestration Towards Indonesia Emas 2045"".

""Pak Menteri AHY akan melaksanakan ujian promosi doktor, beliau sudah lulus ujian tertutupnya, sekarang adalah promosi doktor,"" kata Kepala Biro Hubungan Masyarakat Unair Harison Mocodompis melalui keterangannya, Senin.
Harison mengatakan judul disertasi tersebut diangkat AHY dalam rangka mempersiapkan cita-cita besar bangsa Indonesia mencapai Indonesia Emas 2045.
Sejumlah tokoh negara hadir di ujian terbuka promosi doktor AHY. Salah satunya Presiden ke-6 Republik Indonesia Susilo Bambang Yudhoyono (SBY) yang merupakan ayah AHY.
AHY juga didampingi sang istri, Anisa Pohan, dan sang adik Edhie Baskoro Yudhoyono (Ibas).
",nasional
